,Country,Continent/Region,Year,Code,Expenditure,Regime
2771,Russia,East Europe,2002,RUS,3.835020065,Electoral Autocracy
2772,Russia,East Europe,2003,RUS,3.678539991,Electoral Autocracy
2773,Russia,East Europe,2004,RUS,3.547869921,Electoral Autocracy
2774,Russia,East Europe,2005,RUS,3.771929979,Electoral Autocracy
2775,Russia,East Europe,2006,RUS,3.866260052,Electoral Autocracy
2776,Russia,East Europe,2008,RUS,4.101749897,Electoral Autocracy
2777,Russia,East Europe,2012,RUS,3.793100119,Electoral Autocracy
2778,Russia,East Europe,2013,RUS,3.763829947,Electoral Autocracy
2779,Russia,East Europe,2014,RUS,4.013879776,Electoral Autocracy
2780,Russia,East Europe,2015,RUS,3.834029913,Electoral Autocracy
2781,Russia,East Europe,2016,RUS,3.760440111,Electoral Autocracy
2782,Russia,East Europe,2017,RUS,4.689909935,Electoral Autocracy
2869,Serbia,South Europe,2014,SRB,3.926980019,Electoral Autocracy
2870,Serbia,South Europe,2015,SRB,3.789020061,Electoral Autocracy
2871,Serbia,South Europe,2016,SRB,3.640269995,Electoral Autocracy
2872,Serbia,South Europe,2017,SRB,3.715090036,Electoral Autocracy
2873,Serbia,South Europe,2018,SRB,3.585390091,Electoral Autocracy
2863,Serbia,South Europe,2007,SRB,4.209839821,Electoral Democracy
2864,Serbia,South Europe,2008,SRB,4.441999912,Electoral Democracy
2865,Serbia,South Europe,2009,SRB,4.483980179,Electoral Democracy
2866,Serbia,South Europe,2010,SRB,4.327809811,Electoral Democracy
2867,Serbia,South Europe,2011,SRB,4.238359928,Electoral Democracy
2868,Serbia,South Europe,2012,SRB,4.164209843,Electoral Democracy
2945,Slovakia,Central Europe,1993,SVK,4.44960022,Closed Autocracy
2946,Slovakia,Central Europe,1994,SVK,3.712500095,Electoral Democracy
2947,Slovakia,Central Europe,1995,SVK,4.297579765,Electoral Democracy
2948,Slovakia,Central Europe,1996,SVK,4.124400139,Electoral Democracy
2949,Slovakia,Central Europe,1997,SVK,4.122320175,Electoral Democracy
2950,Slovakia,Central Europe,1999,SVK,4.107299805,Electoral Democracy
2951,Slovakia,Central Europe,2000,SVK,3.864680052,Electoral Democracy
2952,Slovakia,Central Europe,2001,SVK,3.93569994,Electoral Democracy
2953,Slovakia,Central Europe,2002,SVK,4.245399952,Electoral Democracy
2954,Slovakia,Central Europe,2003,SVK,4.209569931,Electoral Democracy
2955,Slovakia,Central Europe,2004,SVK,4.101570129,Electoral Democracy
2956,Slovakia,Central Europe,2005,SVK,3.759959936,Electoral Democracy
2957,Slovakia,Central Europe,2006,SVK,3.707700014,Electoral Democracy
2958,Slovakia,Central Europe,2007,SVK,3.523210049,Electoral Democracy
2959,Slovakia,Central Europe,2008,SVK,3.521650076,Electoral Democracy
2960,Slovakia,Central Europe,2009,SVK,4.006410122,Electoral Democracy
2964,Slovakia,Central Europe,2013,SVK,4.076489925,Electoral Democracy
2965,Slovakia,Central Europe,2014,SVK,4.221360207,Electoral Democracy
2966,Slovakia,Central Europe,2015,SVK,4.599540234,Electoral Democracy
2967,Slovakia,Central Europe,2016,SVK,3.911710024,Electoral Democracy
2968,Slovakia,Central Europe,2017,SVK,3.939130068,Electoral Democracy
2944,Slovakia,Central Europe,1992,SVK,5.356949806,Liberal Democracy
2961,Slovakia,Central Europe,2010,SVK,4.084710121,Liberal Democracy
2962,Slovakia,Central Europe,2011,SVK,3.929640055,Liberal Democracy
2963,Slovakia,Central Europe,2012,SVK,3.8677001,Liberal Democracy
2969,Slovenia,Central Europe,1991,SVN,4.438580036,Liberal Democracy
2970,Slovenia,Central Europe,1992,SVN,5.145120144,Liberal Democracy
2971,Slovenia,Central Europe,1993,SVN,5.402060032,Liberal Democracy
2972,Slovenia,Central Europe,1994,SVN,5.121660233,Liberal Democracy
2973,Slovenia,Central Europe,1995,SVN,4.905590057,Liberal Democracy
2974,Slovenia,Central Europe,2001,SVN,5.756830215,Liberal Democracy
2975,Slovenia,Central Europe,2002,SVN,5.672860146,Liberal Democracy
2976,Slovenia,Central Europe,2003,SVN,5.70333004,Liberal Democracy
2977,Slovenia,Central Europe,2004,SVN,5.64425993,Liberal Democracy
2978,Slovenia,Central Europe,2005,SVN,5.6040802,Liberal Democracy
2979,Slovenia,Central Europe,2006,SVN,5.590660095,Liberal Democracy
2980,Slovenia,Central Europe,2007,SVN,5.11661005,Liberal Democracy
2981,Slovenia,Central Europe,2008,SVN,5.109519958,Liberal Democracy
2982,Slovenia,Central Europe,2009,SVN,5.554969788,Liberal Democracy
2983,Slovenia,Central Europe,2010,SVN,5.545460224,Liberal Democracy
2984,Slovenia,Central Europe,2011,SVN,5.541259766,Liberal Democracy
2985,Slovenia,Central Europe,2012,SVN,5.620230198,Liberal Democracy
2986,Slovenia,Central Europe,2013,SVN,5.405729771,Liberal Democracy
2987,Slovenia,Central Europe,2014,SVN,5.291699886,Liberal Democracy
2988,Slovenia,Central Europe,2015,SVN,4.909530163,Liberal Democracy
2989,Slovenia,Central Europe,2016,SVN,4.801780224,Liberal Democracy
2990,Slovenia,Central Europe,2017,SVN,4.783239841,Liberal Democracy
3057,Spain,South Europe,1970,ESP,1.833009958,Closed Autocracy
3058,Spain,South Europe,1971,ESP,1.889279962,Closed Autocracy
3059,Spain,South Europe,1972,ESP,2.064650059,Closed Autocracy
3060,Spain,South Europe,1974,ESP,1.459560037,Closed Autocracy
3061,Spain,South Europe,1976,ESP,1.899389982,Electoral Autocracy
3062,Spain,South Europe,1977,ESP,2.077169895,Electoral Autocracy
3063,Spain,South Europe,1978,ESP,2.230730057,Electoral Democracy
3064,Spain,South Europe,1979,ESP,2.338049889,Electoral Democracy
3065,Spain,South Europe,1987,ESP,3.128180027,Liberal Democracy
3066,Spain,South Europe,1988,ESP,3.328299999,Liberal Democracy
3067,Spain,South Europe,1989,ESP,3.551779985,Liberal Democracy
3068,Spain,South Europe,1990,ESP,3.633589983,Liberal Democracy
3069,Spain,South Europe,1991,ESP,3.742350101,Liberal Democracy
3070,Spain,South Europe,1992,ESP,3.83716011,Liberal Democracy
3071,Spain,South Europe,1993,ESP,4.244890213,Liberal Democracy
3072,Spain,South Europe,1994,ESP,4.484680176,Liberal Democracy
3073,Spain,South Europe,1995,ESP,4.434629917,Liberal Democracy
3074,Spain,South Europe,1996,ESP,4.457459927,Liberal Democracy
3075,Spain,South Europe,1998,ESP,4.287859917,Liberal Democracy
3076,Spain,South Europe,1999,ESP,4.260439873,Liberal Democracy
3077,Spain,South Europe,2000,ESP,4.166049957,Liberal Democracy
3078,Spain,South Europe,2001,ESP,4.111269951,Liberal Democracy
3079,Spain,South Europe,2002,ESP,4.134570122,Liberal Democracy
3080,Spain,South Europe,2003,ESP,4.173429966,Liberal Democracy
3081,Spain,South Europe,2004,ESP,4.157859802,Liberal Democracy
3082,Spain,South Europe,2005,ESP,4.144320011,Liberal Democracy
3083,Spain,South Europe,2006,ESP,4.184820175,Liberal Democracy
3084,Spain,South Europe,2007,ESP,4.254049778,Liberal Democracy
3085,Spain,South Europe,2008,ESP,4.528059959,Liberal Democracy
3086,Spain,South Europe,2009,ESP,4.912000179,Liberal Democracy
3087,Spain,South Europe,2010,ESP,4.856080055,Liberal Democracy
3088,Spain,South Europe,2011,ESP,4.896920204,Liberal Democracy
3089,Spain,South Europe,2012,ESP,4.469339848,Liberal Democracy
3090,Spain,South Europe,2013,ESP,4.351019859,Liberal Democracy
3091,Spain,South Europe,2014,ESP,4.303380013,Liberal Democracy
3092,Spain,South Europe,2015,ESP,4.286570072,Liberal Democracy
3093,Spain,South Europe,2016,ESP,4.227640152,Liberal Democracy
3094,Spain,South Europe,2017,ESP,4.20773983,Liberal Democracy
3131,Sweden,North Europe,1979,SWE,6.37237978,Liberal Democracy
3132,Sweden,North Europe,1980,SWE,6.53704977,Liberal Democracy
3133,Sweden,North Europe,1981,SWE,6.781199932,Liberal Democracy
3134,Sweden,North Europe,1990,SWE,5.212190151,Liberal Democracy
3135,Sweden,North Europe,1991,SWE,5.443809986,Liberal Democracy
3136,Sweden,North Europe,1992,SWE,5.258500099,Liberal Democracy
3137,Sweden,North Europe,1993,SWE,5.50703001,Liberal Democracy
3138,Sweden,North Europe,1995,SWE,6.148139954,Liberal Democracy
3139,Sweden,North Europe,1996,SWE,6.838620186,Liberal Democracy
3400,Turkey,West Asia,1998,TUR,0,Electoral Democracy
3401,Turkey,West Asia,1999,TUR,2.886640072,Electoral Democracy
3402,Turkey,West Asia,2000,TUR,2.529079914,Electoral Democracy
3403,Turkey,West Asia,2001,TUR,2.654340029,Electoral Democracy
3404,Turkey,West Asia,2002,TUR,2.748939991,Electoral Democracy
3405,Turkey,West Asia,2003,TUR,2.876630068,Electoral Democracy
3140,Sweden,North Europe,1998,SWE,7.06125021,Liberal Democracy
3141,Sweden,North Europe,1999,SWE,6.848730087,Liberal Democracy
3142,Sweden,North Europe,2000,SWE,6.740149975,Liberal Democracy
3143,Sweden,North Europe,2001,SWE,6.617640018,Liberal Democracy
3144,Sweden,North Europe,2002,SWE,6.924349785,Liberal Democracy
3145,Sweden,North Europe,2003,SWE,6.791429996,Liberal Democracy
3146,Sweden,North Europe,2004,SWE,6.663109779,Liberal Democracy
3147,Sweden,North Europe,2005,SWE,6.506400108,Liberal Democracy
3148,Sweden,North Europe,2006,SWE,6.364290237,Liberal Democracy
3149,Sweden,North Europe,2007,SWE,6.171589851,Liberal Democracy
3150,Sweden,North Europe,2008,SWE,6.344550133,Liberal Democracy
3151,Sweden,North Europe,2009,SWE,6.749710083,Liberal Democracy
3152,Sweden,North Europe,2010,SWE,6.522689819,Liberal Democracy
3153,Sweden,North Europe,2011,SWE,6.366919994,Liberal Democracy
3154,Sweden,North Europe,2012,SWE,7.536970139,Liberal Democracy
3155,Sweden,North Europe,2013,SWE,7.611209869,Liberal Democracy
3156,Sweden,North Europe,2014,SWE,7.573729992,Liberal Democracy
3157,Sweden,North Europe,2015,SWE,7.443900108,Liberal Democracy
3158,Sweden,North Europe,2016,SWE,7.618619919,Liberal Democracy
3159,Sweden,North Europe,2017,SWE,7.568830013,Liberal Democracy
3160,Switzerland,Central Europe,1970,CHE,3.493720055,Liberal Democracy
3161,Switzerland,Central Europe,1971,CHE,3.600739956,Liberal Democracy
3162,Switzerland,Central Europe,1972,CHE,3.766720057,Liberal Democracy
3163,Switzerland,Central Europe,1973,CHE,4.031479836,Liberal Democracy
3164,Switzerland,Central Europe,1974,CHE,4.236869812,Liberal Democracy
3165,Switzerland,Central Europe,1975,CHE,4.504930019,Liberal Democracy
3166,Switzerland,Central Europe,1976,CHE,4.607029915,Liberal Democracy
3167,Switzerland,Central Europe,1977,CHE,4.630479813,Liberal Democracy
3168,Switzerland,Central Europe,1978,CHE,4.500879765,Liberal Democracy
3169,Switzerland,Central Europe,1979,CHE,4.477369785,Liberal Democracy
3170,Switzerland,Central Europe,1980,CHE,4.360300064,Liberal Democracy
3171,Switzerland,Central Europe,1981,CHE,4.322100163,Liberal Democracy
3172,Switzerland,Central Europe,1982,CHE,4.390319824,Liberal Democracy
3173,Switzerland,Central Europe,1983,CHE,4.497429848,Liberal Democracy
3174,Switzerland,Central Europe,1984,CHE,4.353189945,Liberal Democracy
3175,Switzerland,Central Europe,1985,CHE,4.29914999,Liberal Democracy
3176,Switzerland,Central Europe,1986,CHE,4.335649967,Liberal Democracy
3177,Switzerland,Central Europe,1987,CHE,4.29061985,Liberal Democracy
3178,Switzerland,Central Europe,1988,CHE,4.356999874,Liberal Democracy
3179,Switzerland,Central Europe,1989,CHE,4.266739845,Liberal Democracy
3180,Switzerland,Central Europe,1990,CHE,4.522940159,Liberal Democracy
3181,Switzerland,Central Europe,1991,CHE,4.680630207,Liberal Democracy
3182,Switzerland,Central Europe,1993,CHE,5.092060089,Liberal Democracy
3183,Switzerland,Central Europe,1994,CHE,5.055300236,Liberal Democracy
3184,Switzerland,Central Europe,1995,CHE,5.059430122,Liberal Democracy
3185,Switzerland,Central Europe,1996,CHE,5.071919918,Liberal Democracy
3186,Switzerland,Central Europe,1998,CHE,4.887020111,Liberal Democracy
3187,Switzerland,Central Europe,1999,CHE,4.890230179,Liberal Democracy
3188,Switzerland,Central Europe,2000,CHE,4.781400204,Liberal Democracy
3189,Switzerland,Central Europe,2001,CHE,4.95980978,Liberal Democracy
3190,Switzerland,Central Europe,2002,CHE,5.314290047,Liberal Democracy
3191,Switzerland,Central Europe,2003,CHE,5.523759842,Liberal Democracy
3192,Switzerland,Central Europe,2004,CHE,5.445730209,Liberal Democracy
3193,Switzerland,Central Europe,2005,CHE,5.204100132,Liberal Democracy
3194,Switzerland,Central Europe,2006,CHE,4.9615798,Liberal Democracy
3195,Switzerland,Central Europe,2007,CHE,4.687379837,Liberal Democracy
3196,Switzerland,Central Europe,2008,CHE,4.867990017,Liberal Democracy
3197,Switzerland,Central Europe,2009,CHE,5.041180134,Liberal Democracy
3198,Switzerland,Central Europe,2010,CHE,4.926050186,Liberal Democracy
3199,Switzerland,Central Europe,2011,CHE,4.969860077,Liberal Democracy
3200,Switzerland,Central Europe,2012,CHE,5.033370018,Liberal Democracy
3201,Switzerland,Central Europe,2013,CHE,5.040480137,Liberal Democracy
3202,Switzerland,Central Europe,2014,CHE,5.051229954,Liberal Democracy
3203,Switzerland,Central Europe,2015,CHE,5.100570202,Liberal Democracy
3204,Switzerland,Central Europe,2016,CHE,5.104730129,Liberal Democracy
3205,Switzerland,Central Europe,2017,CHE,5.130189896,Liberal Democracy
3406,Turkey,West Asia,2004,TUR,3.020200014,Electoral Democracy
3407,Turkey,West Asia,2006,TUR,2.750629902,Electoral Democracy
3408,Turkmenistan,Central Asia,2012,TKM,3.049249887,Electoral Autocracy
3517,Uzbekistan,Central Asia,2014,UZB,6.025269985,Closed Autocracy
3518,Uzbekistan,Central Asia,2015,UZB,5.786379814,Closed Autocracy
3519,Uzbekistan,Central Asia,2016,UZB,5.667729855,Closed Autocracy
3520,Uzbekistan,Central Asia,2017,UZB,5.281340122,Closed Autocracy
3516,Uzbekistan,Central Asia,2013,UZB,6.090010166,Electoral Autocracy
3553,Vietnam,Southeast Asia,2008,VNM,4.886740208,Closed Autocracy
3554,Vietnam,Southeast Asia,2009,VNM,4.816500187,Closed Autocracy
3555,Vietnam,Southeast Asia,2010,VNM,5.137219906,Closed Autocracy
3559,Vietnam,Southeast Asia,2016,VNM,4.344810009,Closed Autocracy
3560,Vietnam,Southeast Asia,2018,VNM,4.167449951,Closed Autocracy
3556,Vietnam,Southeast Asia,2011,VNM,4.813720226,Electoral Autocracy
3557,Vietnam,Southeast Asia,2012,VNM,5.533289909,Electoral Autocracy
3558,Vietnam,Southeast Asia,2013,VNM,5.65199995,Electoral Autocracy
3561,Yemen,The Middle East,2000,YEM,9.64552021,Electoral Autocracy
3562,Yemen,The Middle East,2001,YEM,9.237660408,Electoral Autocracy
3563,Yemen,The Middle East,2008,YEM,5.15143013,Electoral Autocracy
3430,Ukraine,East Europe,1970,UKR,4.572929859,Closed Autocracy
3432,Ukraine,East Europe,1998,UKR,4.448840141,Electoral Autocracy
3433,Ukraine,East Europe,1999,UKR,3.618079901,Electoral Autocracy
3434,Ukraine,East Europe,2000,UKR,4.166230202,Electoral Autocracy
3435,Ukraine,East Europe,2001,UKR,4.685060024,Electoral Autocracy
3436,Ukraine,East Europe,2002,UKR,5.438630104,Electoral Autocracy
3437,Ukraine,East Europe,2003,UKR,5.607860088,Electoral Autocracy
3438,Ukraine,East Europe,2004,UKR,5.313509941,Electoral Autocracy
3439,Ukraine,East Europe,2005,UKR,6.06441021,Electoral Autocracy
3444,Ukraine,East Europe,2011,UKR,6.162370205,Electoral Autocracy
3445,Ukraine,East Europe,2012,UKR,6.692329884,Electoral Autocracy
3446,Ukraine,East Europe,2013,UKR,6.671659946,Electoral Autocracy
3447,Ukraine,East Europe,2014,UKR,5.874939919,Electoral Autocracy
3448,Ukraine,East Europe,2016,UKR,5.00977993,Electoral Autocracy
3449,Ukraine,East Europe,2017,UKR,5.412260056,Electoral Autocracy
3431,Ukraine,East Europe,1997,UKR,5.456009865,Electoral Democracy
3440,Ukraine,East Europe,2006,UKR,6.214799881,Electoral Democracy
3441,Ukraine,East Europe,2007,UKR,6.157209873,Electoral Democracy
3442,Ukraine,East Europe,2008,UKR,6.436210155,Electoral Democracy
3443,Ukraine,East Europe,2009,UKR,7.318019867,Electoral Democracy
3450,United Kingdom,West Europe,1971,GBR,5.032050133,Liberal Democracy
3451,United Kingdom,West Europe,1972,GBR,5.159379959,Liberal Democracy
3452,United Kingdom,West Europe,1973,GBR,5.448609829,Liberal Democracy
3453,United Kingdom,West Europe,1974,GBR,5.390999794,Liberal Democracy
3454,United Kingdom,West Europe,1975,GBR,6.268780231,Liberal Democracy
3455,United Kingdom,West Europe,1976,GBR,6.424220085,Liberal Democracy
3456,United Kingdom,West Europe,1977,GBR,6.063350201,Liberal Democracy
3457,United Kingdom,West Europe,1980,GBR,5.070119858,Liberal Democracy
3458,United Kingdom,West Europe,1981,GBR,5.2884202,Liberal Democracy
3459,United Kingdom,West Europe,1982,GBR,5.188700199,Liberal Democracy
3460,United Kingdom,West Europe,1983,GBR,5.061500072,Liberal Democracy
3461,United Kingdom,West Europe,1984,GBR,4.899059772,Liberal Democracy
3462,United Kingdom,West Europe,1985,GBR,4.594089985,Liberal Democracy
3463,United Kingdom,West Europe,1986,GBR,4.380839825,Liberal Democracy
3464,United Kingdom,West Europe,1987,GBR,4.371809959,Liberal Democracy
3465,United Kingdom,West Europe,1988,GBR,4.26831007,Liberal Democracy
3466,United Kingdom,West Europe,1989,GBR,4.125110149,Liberal Democracy
3467,United Kingdom,West Europe,1990,GBR,4.055520058,Liberal Democracy
3468,United Kingdom,West Europe,1991,GBR,4.122479916,Liberal Democracy
3469,United Kingdom,West Europe,1992,GBR,4.334489822,Liberal Democracy
3470,United Kingdom,West Europe,1994,GBR,4.850830078,Liberal Democracy
3471,United Kingdom,West Europe,1995,GBR,4.839260101,Liberal Democracy
3472,United Kingdom,West Europe,1996,GBR,4.386929989,Liberal Democracy
3473,United Kingdom,West Europe,1998,GBR,4.21201992,Liberal Democracy
3474,United Kingdom,West Europe,1999,GBR,3.996959925,Liberal Democracy
3475,United Kingdom,West Europe,2000,GBR,4.031189919,Liberal Democracy
3476,United Kingdom,West Europe,2001,GBR,4.119229794,Liberal Democracy
3477,United Kingdom,West Europe,2002,GBR,4.638869762,Liberal Democracy
3478,United Kingdom,West Europe,2003,GBR,4.804669857,Liberal Democracy
3479,United Kingdom,West Europe,2004,GBR,4.738790035,Liberal Democracy
3480,United Kingdom,West Europe,2005,GBR,4.939139843,Liberal Democracy
3481,United Kingdom,West Europe,2006,GBR,4.985310078,Liberal Democracy
3482,United Kingdom,West Europe,2007,GBR,4.914820194,Liberal Democracy
3483,United Kingdom,West Europe,2008,GBR,4.89331007,Liberal Democracy
3484,United Kingdom,West Europe,2009,GBR,5.074319839,Liberal Democracy
3485,United Kingdom,West Europe,2010,GBR,5.703239918,Liberal Democracy
3486,United Kingdom,West Europe,2011,GBR,5.595230103,Liberal Democracy
3487,United Kingdom,West Europe,2013,GBR,5.529799938,Liberal Democracy
3488,United Kingdom,West Europe,2014,GBR,5.598999977,Liberal Democracy
3489,United Kingdom,West Europe,2015,GBR,5.556159973,Liberal Democracy
3490,United Kingdom,West Europe,2016,GBR,5.426700115,Liberal Democracy
3491,United Kingdom,West Europe,2017,GBR,5.442090034,Liberal Democracy
3492,United States,North America,2013,USA,4.931049824,Liberal Democracy
3493,United States,North America,2014,USA,4.961740017,Liberal Democracy
3498,Uruguay,South America,1986,URY,3.102829933,Liberal Democracy
3499,Uruguay,South America,1991,URY,2.479079962,Liberal Democracy
